parcelid,logerror,transactiondate,subdate
11517203,-0.1532,12/9/2016,201609
12946894,-0.0325,12/9/2016,201609
14621602,-0.0233,12/9/2016,201609
12794871,0.0545,12/9/2016,201609
10937795,0.1106,12/9/2016,201609
11688757,0.1398,12/9/2016,201609
10902637,0.0545,12/9/2016,201609
14631310,0.0237,12/9/2016,201609
14610325,0.0139,12/9/2016,201609
11163214,0.0392,12/9/2016,201609
14420604,0.0286,12/9/2016,201609
11607511,-0.0243,12/9/2016,201609
13991940,-0.005,12/9/2016,201609
13836175,-0.0758,12/9/2016,201609
11028105,0.002,12/9/2016,201609
14444091,0.0208,12/9/2016,201609
17154172,-0.002,12/9/2016,201609
10756625,0.0286,12/9/2016,201609
14655323,0.0497,12/9/2016,201609
12460583,0.002,12/9/2016,201609
12093619,0.1204,12/9/2016,201609
14626893,0.004,12/9/2016,201609
12798462,-0.0151,12/9/2016,201609
12765853,0.1467,12/9/2016,201609
11210035,0.009,12/9/2016,201609
12665203,0.0188,12/9/2016,201609
12033504,-0.0101,12/9/2016,201609
12748459,0.0237,12/9/2016,201609
12028218,0.063,12/9/2016,201609
12331130,0.0149,12/9/2016,201609
14690541,0.0953,12/9/2016,201609
13936161,-0.004,12/9/2016,201609
11229964,0.0305,12/9/2016,201609
14730299,-0.003,12/9/2016,201609
14696311,0.0129,12/9/2016,201609
12114836,0.2492,12/9/2016,201609
11400604,0.1213,12/9/2016,201609
14144248,0.0469,12/9/2016,201609
12121270,0.1873,12/9/2016,201609
12536384,0.045,12/9/2016,201609
14750383,0.0119,12/9/2016,201609
12545909,0.002,12/9/2016,201609
13067604,-0.0377,12/9/2016,201609
14149922,-0.1087,12/9/2016,201609
12939482,-0.0629,12/9/2016,201609
17234181,-0.0192,12/9/2016,201609
12116174,0.0159,12/9/2016,201609
11432474,0.0478,12/9/2016,201609
11919253,0.0363,12/9/2016,201609
11147473,0.207,12/9/2016,201609
13069499,0.0257,12/9/2016,201609
11057039,0.001,12/9/2016,201609
17149734,0.004,12/9/2016,201609
12399931,-0.1416,12/9/2016,201609
14130585,0.0266,12/9/2016,201609
10907943,0.006,12/9/2016,201609
14739366,0.0573,12/9/2016,201609
11513620,-0.001,12/9/2016,201609
12797951,0.1106,12/9/2016,201609
17218680,0.1781,12/9/2016,201609
11225376,-0.002,12/9/2016,201609
10790468,-0.044,13/9/2016,201609
12900477,-0.0151,13/9/2016,201609
12497736,0.1848,13/9/2016,201609
11557118,-0.145,13/9/2016,201609
11946872,0.007,13/9/2016,201609
14448094,-0.0294,13/9/2016,201609
10988406,-0.3467,13/9/2016,201609
12458291,-0.0419,13/9/2016,201609
11154778,-0.0661,13/9/2016,201609
17132568,0.0129,13/9/2016,201609
12756388,-0.064,13/9/2016,201609
11431239,-0.0161,13/9/2016,201609
11941814,0.1519,13/9/2016,201609
14434887,0,13/9/2016,201609
11526790,0.3293,13/9/2016,201609
14682464,0.0402,13/9/2016,201609
14728422,0.004,13/9/2016,201609
11684901,0.0411,13/9/2016,201609
11174930,0.0935,13/9/2016,201609
14362960,0.0257,13/9/2016,201609
10987874,-0.0222,13/9/2016,201609
14053202,-0.0212,13/9/2016,201609
11687684,0.1035,13/9/2016,201609
12532836,-0.0192,13/9/2016,201609
11559217,0.1731,13/9/2016,201609
14090917,0.0247,13/9/2016,201609
11611194,-0.0408,13/9/2016,201609
12564764,-0.0101,13/9/2016,201609
13972344,0.1501,13/9/2016,201609
14707902,0.0119,13/9/2016,201609
11314713,0.0286,13/9/2016,201609
11270005,0.0139,13/9/2016,201609
17291217,0.0488,13/9/2016,201609
10986394,0.0109,13/9/2016,201609
14692889,-0.0325,13/9/2016,201609
14390733,0.1672,13/9/2016,201609
12174116,-0.0233,13/9/2016,201609
12808333,-0.0253,13/9/2016,201609
11739195,-0.0576,13/9/2016,201609
17226076,0.0266,13/9/2016,201609
12484669,0.0497,13/9/2016,201609
14053087,-0.0192,13/9/2016,201609
11401442,0.1536,13/9/2016,201609
12986693,0.0363,13/9/2016,201609
14473310,0.5342,13/9/2016,201609
11560063,-0.045,13/9/2016,201609
14292515,-0.002,13/9/2016,201609
14616877,0.0723,13/9/2016,201609
17198502,-0.0683,13/9/2016,201609
14719930,0.01,13/9/2016,201609
14707861,0.0296,13/9/2016,201609
13976089,0.0834,13/9/2016,201609
10814172,0.2469,13/9/2016,201609
13905317,0.0344,13/9/2016,201609
12246001,0.01,13/9/2016,201609
14628997,0.0188,13/9/2016,201609
12042943,0.009,13/9/2016,201609
12159130,0.1756,13/9/2016,201609
11208237,-0.0419,13/9/2016,201609
14623335,0.1124,13/9/2016,201609
17126014,0.009,13/9/2016,201609
14404498,0.0149,13/9/2016,201609
11484023,-0.0866,13/9/2016,201609
12526237,-0.0932,13/9/2016,201609
11769342,-0.0387,13/9/2016,201609
11207263,-0.0566,13/9/2016,201609
14384924,0.0686,13/9/2016,201609
12097116,-0.001,13/9/2016,201609
14729136,-0.003,13/9/2016,201609
12217602,-0.0222,13/9/2016,201609
11168906,0.0139,13/9/2016,201609
11036752,0.2151,13/9/2016,201609
12554674,0.0686,13/9/2016,201609
12791692,0.0286,13/9/2016,201609
10850423,0.0315,13/9/2016,201609
13988761,0.108,13/9/2016,201609
11444822,-0.0545,13/9/2016,201609
11517620,-0.2206,13/9/2016,201609
11682066,0.1337,13/9/2016,201609
17222562,0.0926,13/9/2016,201609
17190118,-0.007,13/9/2016,201609
14674926,0.0573,13/9/2016,201609
17143600,-0.0182,13/9/2016,201609
14151481,0.0998,13/9/2016,201609
10875383,-0.0182,13/9/2016,201609
11337252,0.0573,13/9/2016,201609
11903925,0.0478,13/9/2016,201609
11880319,-0.045,13/9/2016,201609
11092833,-0.0202,13/9/2016,201609
12044465,0.0935,13/9/2016,201609
11459835,0.008,13/9/2016,201609
12554453,-0.1199,13/9/2016,201609
11518365,-0.0587,13/9/2016,201609
14043005,-0.009,13/9/2016,201609
12568790,-0.0566,13/9/2016,201609
11933973,0.2263,13/9/2016,201609
10815195,0.1151,13/9/2016,201609
11307816,0.0733,13/9/2016,201609
13996301,0.0363,13/9/2016,201609
13990169,0.001,13/9/2016,201609
10996728,0.063,13/9/2016,201609
12183964,0.1089,13/9/2016,201609
11882243,0.0227,13/9/2016,201609
14366781,0.008,13/9/2016,201609
11736912,-0.0356,13/9/2016,201609
14461620,-0.002,13/9/2016,201609
14499946,0.008,13/9/2016,201609
10733160,0.003,13/9/2016,201609
13893394,0.5562,13/9/2016,201609
12066228,-0.0202,13/9/2016,201609
11166530,0.004,13/9/2016,201609
12651331,0.0169,13/9/2016,201609
12492999,0.0325,13/9/2016,201609
13067608,0.0334,13/9/2016,201609
12168075,0.0797,13/9/2016,201609
14178396,0.0325,13/9/2016,201609
10909158,0.0989,13/9/2016,201609
12444790,0.0149,13/9/2016,201609
12508732,-0.0131,13/9/2016,201609
11983058,0.007,13/9/2016,201609
13991201,-0.007,13/9/2016,201609
12555464,0.1536,13/9/2016,201609
14620854,0.0402,13/9/2016,201609
12798485,0.3104,13/9/2016,201609
11098012,0.0276,13/9/2016,201609
11341831,-0.0151,13/9/2016,201609
10937649,0.2239,13/9/2016,201609
14621853,-0.005,13/9/2016,201609
10855616,0.0797,13/9/2016,201609
12568666,0.009,13/9/2016,201609
12789676,0.004,13/9/2016,201609
10907361,0.0649,13/9/2016,201609
17200878,0.0677,13/9/2016,201609
12247988,-0.0131,13/9/2016,201609
11597890,0.002,13/9/2016,201609
12714384,-0.1851,13/9/2016,201609
17178242,-0.001,13/9/2016,201609
11819861,-0.1335,13/9/2016,201609
13089786,0.0526,13/9/2016,201609
13980815,0.088,13/9/2016,201609
11683616,-0.1602,13/9/2016,201609
11660300,-0.3271,13/9/2016,201609
13858896,0.0944,13/9/2016,201609
13027595,-0.005,13/9/2016,201609
12097845,0.0169,13/9/2016,201609
11940874,0.0257,13/9/2016,201609
14047679,0.009,13/9/2016,201609
11941210,-0.0758,13/9/2016,201609
10870715,0.0507,13/9/2016,201609
14000075,-0.0121,13/9/2016,201609
10782896,-0.0131,13/9/2016,201609
11677370,-0.0932,13/9/2016,201609
14740922,0.004,13/9/2016,201609
11873515,-0.0523,13/9/2016,201609
11105315,0.063,13/9/2016,201609
17111275,0.0478,13/9/2016,201609
12118069,-0.0545,13/9/2016,201609
12804263,-0.0523,13/9/2016,201609
10855121,0.1501,13/9/2016,201609
12804461,0.006,13/9/2016,201609
14253893,0.0286,13/9/2016,201609
12675577,0.0602,13/9/2016,201609
11307371,0.0334,13/9/2016,201609
11684252,-0.2256,13/9/2016,201609
14471603,0.0714,13/9/2016,201609
11982629,-0.0325,13/9/2016,201609
11993161,0.0488,13/9/2016,201609
11665548,0.01,13/9/2016,201609
14140036,-0.0111,13/9/2016,201609
11633706,0.0266,13/9/2016,201609
12536741,0.0325,13/9/2016,201609
14644826,0.007,13/9/2016,201609
14358591,-0.004,13/9/2016,201609
12681596,0.1213,13/9/2016,201609
14470812,0.0392,13/9/2016,201609
11925291,-0.0294,13/9/2016,201609
11444017,0.004,13/9/2016,201609
12878729,-0.1381,13/9/2016,201609
14752064,0.0843,13/9/2016,201609
12193477,-0.0141,13/9/2016,201609
12621158,-0.0598,13/9/2016,201609
10906911,-0.0284,13/9/2016,201609
10991329,-0.0161,13/9/2016,201609
11512928,-0.2971,13/9/2016,201609
12386593,-0.0161,13/9/2016,201609
10940818,0.0889,13/9/2016,201609
12035680,0.0159,13/9/2016,201609
11103730,-0.0315,13/9/2016,201609
14713523,0.0431,13/9/2016,201609
11201804,-0.3243,13/9/2016,201609
14670661,0.0198,13/9/2016,201609
17084568,0.002,13/9/2016,201609
12284268,-0.0274,13/9/2016,201609
10941239,-0.0736,13/9/2016,201609
11487619,0.1196,13/9/2016,201609
12162849,0.2414,13/9/2016,201609
11942807,-0.1054,13/9/2016,201609
13902267,-0.001,13/9/2016,201609
12771002,0.0109,13/9/2016,201609
14080713,0.0392,13/9/2016,201609
12591268,-0.0576,13/9/2016,201609
14680127,-0.0325,13/9/2016,201609
12141215,-0.044,13/9/2016,201609
12141408,0.0139,13/9/2016,201609
11808505,0.0469,13/9/2016,201609
14080563,-0.0481,13/9/2016,201609
11394635,-0.0845,13/9/2016,201609
12639578,0.0296,13/9/2016,201609
11059914,0.0526,13/9/2016,201609
12833203,-0.009,13/9/2016,201609
11448609,-0.004,13/9/2016,201609
10730490,0.0962,13/9/2016,201609
12958914,-0.0812,13/9/2016,201609
12334702,0.005,13/9/2016,201609
14716350,0.008,13/9/2016,201609
11235914,-0.1244,13/9/2016,201609
17147488,0.7343,13/9/2016,201609
11539147,0.0392,13/9/2016,201609
12087238,-0.0523,13/9/2016,201609
11029045,0.0159,13/9/2016,201609
12668100,-0.001,13/9/2016,201609
11871463,0.0723,13/9/2016,201609
11716421,0.5653,13/9/2016,201609
17088860,-0.0429,13/9/2016,201609
11134119,-0.002,13/9/2016,201609
11614901,0.0247,13/9/2016,201609
12422253,0.0159,13/9/2016,201609
12669089,-0.004,13/9/2016,201609
11865319,0.2874,13/9/2016,201609
12238811,0.5994,13/9/2016,201609
10899986,-0.0921,13/9/2016,201609
11642076,0.0266,13/9/2016,201609
11535946,0.0373,13/9/2016,201609
14025754,-0.0212,13/9/2016,201609
14208166,0.0129,13/9/2016,201609
12963392,0.0354,13/9/2016,201609
14364153,0.0159,13/9/2016,201609
17294722,-0.0545,13/9/2016,201609
11236981,-0.0336,13/9/2016,201609
14431090,-0.0253,13/9/2016,201609
12244126,0.008,13/9/2016,201609
11498957,0.0392,13/9/2016,201609
14695464,-0.0141,13/9/2016,201609
12562105,0.0109,13/9/2016,201609
11537177,-0.0171,13/9/2016,201609
13101796,0.0962,13/9/2016,201609
14394674,0.001,13/9/2016,201609
12925007,0.5504,13/9/2016,201609
10890052,0.25,13/9/2016,201609
11446879,0.0363,13/9/2016,201609
11612904,0.0363,13/9/2016,201609
11988508,0.0677,13/9/2016,201609
12530860,0.0363,13/9/2016,201609
11236564,-0.005,13/9/2016,201609
14599293,0.0714,13/9/2016,201609
12544111,-0.0481,13/9/2016,201609
11277083,-0.1076,13/9/2016,201609
10821222,0.0305,13/9/2016,201609
11879093,0.0247,13/9/2016,201609
11304957,0.0109,13/9/2016,201609
11122881,0,13/9/2016,201609
10970601,0.0611,13/9/2016,201609
17128679,0.0325,13/9/2016,201609
11055692,0.006,13/9/2016,201609
14727246,0.045,13/9/2016,201609
11585783,-0.0823,13/9/2016,201609
10966216,-0.0566,13/9/2016,201609
14428554,-0.1188,13/9/2016,201609
11498888,-0.0284,13/9/2016,201609
12250904,-0.0823,13/9/2016,201609
11471933,0.0363,13/9/2016,201609
11836986,-0.0555,13/9/2016,201609
12943340,0.0149,13/9/2016,201609
12746608,-0.1767,13/9/2016,201609
10811875,0.0227,13/9/2016,201609
12741977,-0.0356,13/9/2016,201609
11227805,-0.0429,13/9/2016,201609
14129309,0.009,13/9/2016,201609
13849015,-0.0845,13/9/2016,201609
12687303,-0.0274,13/9/2016,201609
11391796,0.1731,13/9/2016,201609
12471711,0.0421,13/9/2016,201609
11644845,0.0935,13/9/2016,201609
12147504,0.0178,13/9/2016,201609
12018928,-0.1087,13/9/2016,201609
12280119,-0.0471,13/9/2016,201609
12083450,-0.044,13/9/2016,201609
13870840,0.0139,13/9/2016,201609
11645724,0.0286,13/9/2016,201609
11840264,0.004,13/9/2016,201609
13936819,-0.006,13/9/2016,201609
12740412,0.0109,13/9/2016,201609
10866210,0.0247,13/9/2016,201609
12041435,0.0488,13/9/2016,201609
11120299,0.009,13/9/2016,201609
12425172,0.0169,13/9/2016,201609
11540008,-0.2433,13/9/2016,201609
12086445,0.0733,13/9/2016,201609
11434170,0.0129,13/9/2016,201609
12938821,-0.0346,13/9/2016,201609
11128186,0.2062,13/9/2016,201609
17255570,-0.0367,13/9/2016,201609
12001226,-0.0651,13/9/2016,201609
12593867,-0.009,13/9/2016,201609
14648348,0.0296,13/9/2016,201609
12529558,0.0218,13/9/2016,201609
14209217,0.006,13/9/2016,201609
12955029,0.0742,13/9/2016,201609
10746906,0.124,13/9/2016,201609
12000622,-0.0192,13/9/2016,201609
11744266,0.0198,13/9/2016,201609
12473912,0.0109,13/9/2016,201609
14713146,0.1371,13/9/2016,201609
12641963,0.0188,13/9/2016,201609
13080295,0.003,13/9/2016,201609
10738438,0.0325,13/9/2016,201609
14349249,0.0677,13/9/2016,201609
17279194,-0.0408,13/9/2016,201609
14609695,-0.0274,13/9/2016,201609
14077296,0.003,13/9/2016,201609
11949610,0.0497,13/9/2016,201609
10975825,-0.0715,13/9/2016,201609
14064624,0.0247,13/9/2016,201609
12732609,0.01,13/9/2016,201609
11668305,0.009,13/9/2016,201609
12046090,0.2608,13/9/2016,201609
12229850,-0.001,13/9/2016,201609
12500916,0.005,13/9/2016,201609
14466322,-0.0192,13/9/2016,201609
12055753,0.0178,13/9/2016,201609
17153664,0.005,13/9/2016,201609
12413942,0.0149,13/9/2016,201609
11146117,0.0159,13/9/2016,201609
12227205,-0.2944,13/9/2016,201609
11053139,0.0334,13/9/2016,201609
11553544,-0.0263,13/9/2016,201609
12260056,-0.0212,13/9/2016,201609
12105961,-0.044,13/9/2016,201609
10719638,0.0564,13/9/2016,201609
14294717,-0.0598,13/9/2016,201609
11587915,0.1258,13/9/2016,201609
12347910,0.0159,13/9/2016,201609
11534129,0.0334,13/9/2016,201609
17172651,0.0334,13/9/2016,201609
12137601,0.0325,13/9/2016,201609
14396168,0.0383,13/9/2016,201609
12105298,0.0797,13/9/2016,201609
14475709,0.0169,13/9/2016,201609
11981367,0.0276,13/9/2016,201609
12727773,0.0227,13/9/2016,201609
14420427,-0.0161,13/9/2016,201609
11447306,-0.0419,13/9/2016,201609
11061957,-0.0672,13/9/2016,201609
11176450,-0.102,13/9/2016,201609
12050461,-0.0212,13/9/2016,201609
17059773,0.0816,13/9/2016,201609
12908853,0.1007,13/9/2016,201609
12847181,0.0354,13/9/2016,201609
11211364,0.01,13/9/2016,201609
14240781,-0.1031,13/9/2016,201609
11072779,0.003,13/9/2016,201609
12549731,0.0149,13/9/2016,201609
10845717,-0.0608,13/9/2016,201609
14009176,0.0139,13/9/2016,201609
11317615,-0.0131,13/9/2016,201609
12910790,0,13/9/2016,201609
12608184,-0.0233,13/9/2016,201609
17112350,-0.004,13/9/2016,201609
14134043,-0.007,13/9/2016,201609
12221411,0.1756,13/9/2016,201609
11082512,0.0305,13/9/2016,201609
11627596,0.0139,13/9/2016,201609
13952531,0.7993,13/9/2016,201609
12906426,0.098,13/9/2016,201609
10781276,-0.0315,13/9/2016,201609
11085331,0.0178,13/9/2016,201609
14193160,0.0109,13/9/2016,201609
11178311,0.0247,13/9/2016,201609
11178116,-0.0111,13/9/2016,201609
11398626,0.9191,13/9/2016,201609
12919052,-0.0315,13/9/2016,201609
12017838,-0.0523,13/9/2016,201609
10868799,1.308,13/9/2016,201609
17228778,0.0573,13/9/2016,201609
14026022,0.0545,13/9/2016,201609
11213894,0.0208,13/9/2016,201609
12843832,0.0535,13/9/2016,201609
11602188,-0.212,13/9/2016,201609
14636609,0.0129,13/9/2016,201609
14502629,0.0478,13/9/2016,201609
11669774,0.007,13/9/2016,201609
11115650,0.0159,13/9/2016,201609
13031733,0.0742,13/9/2016,201609
11115647,0.01,13/9/2016,201609
11882020,-0.1347,13/9/2016,201609
12548539,0.0459,13/9/2016,201609
12259544,0.0354,13/9/2016,201609
11376982,0.1681,13/9/2016,201609
11183209,-0.007,14/9/2016,201609
11555342,-0.2523,14/9/2016,201609
12811112,0.0723,14/9/2016,201609
14750930,0.0714,14/9/2016,201609
10854645,0.0109,14/9/2016,201609
12825076,0.005,14/9/2016,201609
12115090,-0.1649,14/9/2016,201609
14710081,0.1476,14/9/2016,201609
11279260,0.3221,14/9/2016,201609
10916005,0.0139,14/9/2016,201609
11994260,-0.0284,14/9/2016,201609
11005239,-0.0274,14/9/2016,201609
11850314,0.0159,14/9/2016,201609
10998026,-0.045,14/9/2016,201609
11818116,0.0953,14/9/2016,201609
12824664,0.045,14/9/2016,201609
14674074,0.008,14/9/2016,201609
17115757,-0.0121,14/9/2016,201609
14184374,0.009,14/9/2016,201609
14219216,-0.008,14/9/2016,201609
11494185,0.0159,14/9/2016,201609
11343847,-0.0182,14/9/2016,201609
12437292,-0.0131,14/9/2016,201609
11447979,0.0733,14/9/2016,201609
13026630,0.062,14/9/2016,201609
11197610,0.0788,14/9/2016,201609
11582114,0.0247,14/9/2016,201609
12866998,-0.0346,14/9/2016,201609
13028229,0.0149,14/9/2016,201609
10792375,-0.0694,14/9/2016,201609
14648482,-0.006,14/9/2016,201609
12232335,-0.0192,14/9/2016,201609
14219797,-0.0758,14/9/2016,201609
14762505,0.1467,14/9/2016,201609
11875176,-0.0619,14/9/2016,201609
11671500,-0.091,14/9/2016,201609
11630956,-0.0212,14/9/2016,201609
14028887,-0.0629,14/9/2016,201609
14254856,0.0218,14/9/2016,201609
12426569,0.1293,14/9/2016,201609
14038588,-0.0192,14/9/2016,201609
11174727,0.01,14/9/2016,201609
12492704,0.0109,14/9/2016,201609
12850804,-0.0202,14/9/2016,201609
12525575,-0.1233,14/9/2016,201609
14366202,0.009,14/9/2016,201609
12681221,0.2279,14/9/2016,201609
12849294,0.0315,14/9/2016,201609
11491104,-0.0151,14/9/2016,201609
11667902,-0.2269,14/9/2016,201609
17219375,0.002,14/9/2016,201609
14254901,0.1354,14/9/2016,201609
12250897,-0.0253,14/9/2016,201609
14703926,0.002,14/9/2016,201609
11183308,0.0334,14/9/2016,201609
14726209,0.0247,14/9/2016,201609
10815827,0.0871,14/9/2016,201609
14140414,-0.2863,14/9/2016,201609
10748151,0.044,14/9/2016,201609
11622418,0.1664,14/9/2016,201609
11609407,-0.0513,14/9/2016,201609
11181494,-0.0429,14/9/2016,201609
14280247,0.0917,14/9/2016,201609
10829019,0.0178,14/9/2016,201609
17161177,-0.0545,14/9/2016,201609
13998825,0.0139,14/9/2016,201609
11455921,-0.3011,14/9/2016,201609
12063375,-0.19,14/9/2016,201609
11280720,0.0129,14/9/2016,201609
12401592,0.0305,14/9/2016,201609
17129965,-0.0492,14/9/2016,201609
14726503,0.077,14/9/2016,201609
11447572,0.0411,14/9/2016,201609
13041464,-0.0263,14/9/2016,201609
14433082,-0.0192,14/9/2016,201609
11302241,0.0149,14/9/2016,201609
12657418,0.0198,14/9/2016,201609
17213009,-0.009,14/9/2016,201609
14625196,0.131,14/9/2016,201609
14452331,0.01,14/9/2016,201609
11503412,0.0733,14/9/2016,201609
11059449,0.0257,14/9/2016,201609
12527836,-0.0608,14/9/2016,201609
11188293,-0.1555,14/9/2016,201609
12040002,0.0247,14/9/2016,201609
14491054,0.0431,14/9/2016,201609
10931620,0.045,14/9/2016,201609
12417698,-0.196,14/9/2016,201609
14034221,-0.005,14/9/2016,201609
12257479,-0.1076,14/9/2016,201609
14625733,0.0516,14/9/2016,201609
12106821,0.0421,14/9/2016,201609
11179357,0.003,14/9/2016,201609
12113521,0.0325,14/9/2016,201609
14036418,0,14/9/2016,201609
13021359,0.0119,14/9/2016,201609
11194799,0.0602,14/9/2016,201609
11980506,0.0305,14/9/2016,201609
12430975,-0.0429,14/9/2016,201609
12823116,0.0178,14/9/2016,201609
10832237,0.0198,14/9/2016,201609
14281930,-0.001,14/9/2016,201609
13854483,0.0129,14/9/2016,201609
11964983,-0.0253,14/9/2016,201609
11305402,0.008,14/9/2016,201609
14332060,-0.0233,14/9/2016,201609
14422090,0.0286,14/9/2016,201609
11628641,-0.0233,14/9/2016,201609
12625302,0.0129,14/9/2016,201609
14139976,0.0526,14/9/2016,201609
11722518,0.0373,14/9/2016,201609
11169298,-0.0151,14/9/2016,201609
10746887,0.4606,14/9/2016,201609
10853982,0.0478,14/9/2016,201609
11615937,0,14/9/2016,201609
10803757,-0.004,14/9/2016,201609
11412875,0.0149,14/9/2016,201609
11670917,0.0751,14/9/2016,201609
11041827,0.005,14/9/2016,201609
11187478,0.001,14/9/2016,201609
14654754,0.0119,14/9/2016,201609
12816283,0.2175,14/9/2016,201609
12406822,0.01,14/9/2016,201609
11083482,0.0119,14/9/2016,201609
17088736,-0.005,14/9/2016,201609
12693728,0.0296,14/9/2016,201609
14647720,-0.0398,14/9/2016,201609
11966200,0.0843,14/9/2016,201609
12179358,0.0507,14/9/2016,201609
12254636,-0.0305,14/9/2016,201609
12649816,0.0733,14/9/2016,201609
10776549,-0.0151,14/9/2016,201609
11083679,-0.009,14/9/2016,201609
12008360,0.0296,14/9/2016,201609
11175565,0.0227,14/9/2016,201609
14721591,0.0334,14/9/2016,201609
11442340,-0.0274,14/9/2016,201609
10788453,0.0188,14/9/2016,201609
17106960,-0.002,14/9/2016,201609
10980789,0.1328,14/9/2016,201609
12607992,-0.0192,14/9/2016,201609
12608380,-0.0899,14/9/2016,201609
11241286,0.009,14/9/2016,201609
14740733,-0.0111,14/9/2016,201609
13961077,0.4161,14/9/2016,201609
14606834,-0.005,14/9/2016,201609
11800527,-0.0202,14/9/2016,201609
14657452,0.0363,14/9/2016,201609
10715350,-0.007,14/9/2016,201609
12302593,0.0411,14/9/2016,201609
12050285,-0.0619,14/9/2016,201609
11145372,-0.0377,14/9/2016,201609
12190623,-0.1744,14/9/2016,201609
17153725,0.0459,14/9/2016,201609
12312117,0.0159,14/9/2016,201609
12244478,0.0344,14/9/2016,201609
12731720,0.0392,14/9/2016,201609
14695243,-0.0263,14/9/2016,201609
11840942,0.7391,14/9/2016,201609
12661518,0.151,14/9/2016,201609
11723726,-0.002,14/9/2016,201609
12344902,-0.0202,14/9/2016,201609
11548942,0.0908,14/9/2016,201609
12238633,0.0788,14/9/2016,201609
12347339,-0.0888,14/9/2016,201609
11549562,0.0733,14/9/2016,201609
11048686,-0.001,14/9/2016,201609
14353634,0.0363,14/9/2016,201609
12245088,0.003,14/9/2016,201609
14657807,0.0373,14/9/2016,201609
12726824,0.0315,14/9/2016,201609
11689940,0.151,14/9/2016,201609
11527489,-0.0629,14/9/2016,201609
12296159,-0.1779,14/9/2016,201609
11483033,-0.0661,14/9/2016,201609
14054960,0.0305,14/9/2016,201609
14230327,-0.1132,14/9/2016,201609
11886880,0.009,14/9/2016,201609
10903420,-0.004,14/9/2016,201609
12673108,0.0592,14/9/2016,201609
12773937,0.045,14/9/2016,201609
11657472,0.1476,14/9/2016,201609
14605744,-0.0202,14/9/2016,201609
12899731,0.0208,14/9/2016,201609
14693221,-0.0387,14/9/2016,201609
11615504,-0.0111,14/9/2016,201609
14615599,0.0862,14/9/2016,201609
17063497,0.007,14/9/2016,201609
11555849,-0.0171,14/9/2016,201609
13085686,0.0305,14/9/2016,201609
11317586,-0.002,14/9/2016,201609
11479629,-0.0121,14/9/2016,201609
13914141,0.0639,14/9/2016,201609
14720622,0.0129,14/9/2016,201609
10902085,0.007,14/9/2016,201609
14439153,-0.001,14/9/2016,201609
14055329,0.0129,14/9/2016,201609
11037620,0.0188,14/9/2016,201609
14088050,0.0843,14/9/2016,201609
14361484,0.0178,14/9/2016,201609
11943394,-0.0932,14/9/2016,201609
12724329,-0.0222,14/9/2016,201609
11147496,-0.0111,14/9/2016,201609
12584873,-0.005,14/9/2016,201609
14753971,-0.0111,14/9/2016,201609
11207913,0.1931,14/9/2016,201609
12152617,0.3471,14/9/2016,201609
12343044,0.002,14/9/2016,201609
14268554,-0.078,14/9/2016,201609
12667548,-0.0629,14/9/2016,201609
14697374,0.002,14/9/2016,201609
14069653,-0.008,14/9/2016,201609
14069051,-0.0121,14/9/2016,201609
11217222,-0.1043,14/9/2016,201609
14257547,0.077,14/9/2016,201609
11949954,0.0247,14/9/2016,201609
11648219,0.0871,14/9/2016,201609
10812684,0.008,14/9/2016,201609
14164109,-0.0545,14/9/2016,201609
10738562,0.0178,14/9/2016,201609
12592748,0.01,14/9/2016,201609
13939619,0.002,14/9/2016,201609
14447355,0.001,14/9/2016,201609
12143039,0.0257,14/9/2016,201609
14304722,-0.0545,14/9/2016,201609
13084214,-0.0429,14/9/2016,201609
10826216,0.0218,14/9/2016,201609
12205369,-0.6812,14/9/2016,201609
11472295,0.0188,14/9/2016,201609
10726151,0.0962,14/9/2016,201609
12028369,0.008,14/9/2016,201609
12546007,-0.0346,14/9/2016,201609
11834804,-0.0284,14/9/2016,201609
11227228,0.1106,14/9/2016,201609
11947840,0.0469,14/9/2016,201609
12470738,-0.0161,14/9/2016,201609
17164216,-0.0121,14/9/2016,201609
12741153,-0.0336,14/9/2016,201609
11392334,0.0286,14/9/2016,201609
14731028,0.004,14/9/2016,201609
12942446,-0.0202,14/9/2016,201609
11859545,-0.0151,14/9/2016,201609
13939743,-0.044,14/9/2016,201609
12467769,0.0363,14/9/2016,201609
11547351,-0.0263,14/9/2016,201609
12483588,0.0149,14/9/2016,201609
10861445,0.1493,14/9/2016,201609
12227099,0.157,14/9/2016,201609
14477866,-0.0263,14/9/2016,201609
12314857,-0.0976,14/9/2016,201609
11389421,0.0325,14/9/2016,201609
11324263,0.009,14/9/2016,201609
11214716,0.0411,14/9/2016,201609
12548124,0.0971,14/9/2016,201609
17191502,-0.1132,14/9/2016,201609
12669533,-0.0954,14/9/2016,201609
13949367,-0.0101,14/9/2016,201609
11137647,0.0411,14/9/2016,201609
11236914,-0.0408,14/9/2016,201609
10972051,0.1142,14/9/2016,201609
17124487,-0.0694,14/9/2016,201609
12752565,0.0198,14/9/2016,201609
12047374,0.003,14/9/2016,201609
14306245,0.0109,14/9/2016,201609
10972454,-0.0141,14/9/2016,201609
11043202,0.0334,14/9/2016,201609
14210769,0.0266,14/9/2016,201609
12932904,0.01,14/9/2016,201609
11133911,0.0421,14/9/2016,201609
14274714,0.008,14/9/2016,201609
14192266,-0.0222,14/9/2016,201609
